Year,Month,Day,Hour,Minute,Solar Zenith Angle,Temperature,Surface Albedo,Relative Humidity,Wind Speed,Wind Direction,Clearsky DNI,Clearsky GHI,Clearsky DHI
2022,1,1,0,30,147.68,7.2,0.1,93.16,2.2,225,0,0,0
2022,1,1,1,30,136.9,7.2,0.1,93.47,2.5,224,0,0,0
2022,1,1,2,30,125.66,7.2,0.1,93.32000000000001,2.8000000000000003,226,0,0,0
2022,1,1,3,30,114.43,7.300000000000001,0.1,93.13,3.1,228,0,0,0
2022,1,1,4,30,103.51,7.5,0.1,92.67,3.4000000000000004,230,0,0,0
2022,1,1,5,30,93.16,7.9,0.1,91.2,3.8000000000000003,235,0,0,0
2022,1,1,6,30,83.58,8.5,0.1,89.21000000000001,4.3,239,319,75,39
2022,1,1,7,30,75.51,9.1,0.1,87.24,4.800000000000001,241,548,207,70
2022,1,1,8,30,69.2,9.5,0.1,86.08,5,241,655,321,88
2022,1,1,9,30,65.26,9.700000000000001,0.1,86.01,4.9,238,710,393,96
2022,1,1,10,30,64.15,9.8,0.1,86.45,4.6000000000000005,233,725,413,97
2022,1,1,11,30,66.01,9.8,0.1,87.60000000000001,4.2,228,710,380,92
2022,1,1,12,30,70.61,9.8,0.1,88.65,3.9000000000000004,224,642,296,83
2022,1,1,13,30,77.43,9.700000000000001,0.1,90.09,3.5,222,505,173,64
2022,1,1,14,30,85.83,9.3,0.1,92.37,3.1,224,206,43,28
2022,1,1,15,30,95.74000000000001,9.200000000000001,0.1,93.3,3,231,0,0,0
2022,1,1,16,30,106.25,9.3,0.1,93.42,2.8000000000000003,240,0,0,0
2022,1,1,17,30,117.28,9.3,0.1,94.3,2.7,252,0,0,0
2022,1,1,18,30,128.54,9.200000000000001,0.1,95.95,2.5,267,0,0,0
2022,1,1,19,30,139.71,9.1,0.1,97.2,2.4000000000000004,283,0,0,0
2022,1,1,20,30,150.24,8.8,0.1,98.8,2.3000000000000003,293,0,0,0
2022,1,1,21,30,158.71,8.4,0.1,100,2.3000000000000003,302,0,0,0
2022,1,1,22,30,161.71,8.200000000000001,0.1,100,2.2,312,0,0,0
2022,1,1,23,30,156.92000000000002,8.200000000000001,0.1,100,2,319,0,0,0
2022,1,2,0,30,147.71,8.200000000000001,0.1,100,1.8,323,0,0,0
2022,1,2,1,30,136.93,8.200000000000001,0.1,100,1.8,322,0,0,0
2022,1,2,2,30,125.7,8.200000000000001,0.1,100,1.8,321,0,0,0
2022,1,2,3,30,114.47,8.3,0.1,100,1.7000000000000002,324,0,0,0
2022,1,2,4,30,103.54,8.5,0.1,100,1.6,325,0,0,0
2022,1,2,5,30,93.18,8.700000000000001,0.1,99.33,1.6,319,0,0,0
2022,1,2,6,30,83.58,9.3,0.1,96.92,1.7000000000000002,322,278,73,42
2022,1,2,7,30,75.49,9.9,0.1,94.64,2.3000000000000003,340,493,205,81
2022,1,2,8,30,69.16,10.3,0.1,92.07000000000001,3,267,592,317,106
2022,1,2,9,30,65.19,10.3,0.1,90.57000000000001,3.7,10,637,389,122
2022,1,2,10,30,64.06,10.100000000000001,0.1,89.38,3.9000000000000004,21,649,410,126
2022,1,2,11,30,65.9,10.100000000000001,0.1,85.69,4,30,657,381,113
2022,1,2,12,30,70.49,9.9,0.1,82.52,3.8000000000000003,37,583,296,102
2022,1,2,13,30,77.3,9.4,0.1,81.83,3.2,43,489,178,70
2022,1,2,14,30,85.7,8.3,0.1,84.68,2.6,49,242,47,28
2022,1,2,15,30,95.60000000000001,7.7,0.1,84.72,2.4000000000000004,57,0,0,0
2022,1,2,16,30,106.11,7.5,0.1,84.2,2.1,68,0,0,0
2022,1,2,17,30,117.14,7.5,0.1,83.17,1.8,83,0,0,0
2022,1,2,18,30,128.4,7.4,0.1,83.44,1.7000000000000002,101,0,0,0
2022,1,2,19,30,139.57,7.2,0.1,85.46000000000001,1.7000000000000002,122,0,0,0
2022,1,2,20,30,150.1,6.9,0.1,89.62,1.9000000000000001,145,0,0,0
2022,1,2,21,30,158.58,6.6000000000000005,0.1,94.81,2.3000000000000003,167,0,0,0
2022,1,2,22,30,161.62,6.5,0.1,98.83,2.6,184,0,0,0
2022,1,2,23,30,156.91,6.5,0.1,100,2.9000000000000004,194,0,0,0
2022,1,3,0,30,147.72,6.5,0.1,100,3.1,201,0,0,0
2022,1,3,1,30,136.96,6.4,0.1,100,3.3000000000000003,206,0,0,0
2022,1,3,2,30,125.73,6.5,0.1,100,3.5,210,0,0,0
2022,1,3,3,30,114.5,6.7,0.1,100,3.8000000000000003,212,0,0,0
2022,1,3,4,30,103.56,6.9,0.1,100,4.2,213,0,0,0
2022,1,3,5,30,93.19,7.2,0.1,98.06,4.7,213,0,0,0
2022,1,3,6,30,83.58,8.1,0.1,91.49,5.300000000000001,211,386,79,36
2022,1,3,7,30,75.47,8.9,0.1,85.64,5.5,210,646,221,58
2022,1,3,8,30,69.12,9.9,0.1,79.96000000000001,5.4,212,765,341,68
2022,1,3,9,30,65.12,10.9,0.1,75.07000000000001,5.6000000000000005,218,802,415,77
2022,1,3,10,30,63.96,11.700000000000001,0.1,71.89,5.800000000000001,226,820,437,77
2022,1,3,11,30,65.78,11.9,0.1,72.49,5.800000000000001,231,806,404,73
2022,1,3,12,30,70.36,11.700000000000001,0.1,75.16,5.5,232,738,316,68
2022,1,3,13,30,77.16,11.100000000000001,0.1,80.36,5,230,607,189,55
2022,1,3,14,30,85.56,10.3,0.1,85.11,4.5,228,302,50,27
2022,1,3,15,30,95.45,10.100000000000001,0.1,86.54,4.5,228,0,0,0
2022,1,3,16,30,105.97,10.3,0.1,86.03,4.6000000000000005,227,0,0,0
2022,1,3,17,30,117,10.3,0.1,85.94,4.7,226,0,0,0
2022,1,3,18,30,128.25,10.3,0.1,85.09,4.9,224,0,0,0
2022,1,3,19,30,139.42000000000002,10.200000000000001,0.1,84.39,5.1000000000000005,222,0,0,0
2022,1,3,20,30,149.95000000000002,9.9,0.1,84.87,5.1000000000000005,223,0,0,0
2022,1,3,21,30,158.44,9.700000000000001,0.1,85.53,5,224,0,0,0
2022,1,3,22,30,161.53,9.5,0.1,86.78,5.1000000000000005,224,0,0,0
2022,1,3,23,30,156.88,9.5,0.1,87.53,5.2,224,0,0,0
2022,1,4,0,30,147.74,9.5,0.1,88.64,5.300000000000001,225,0,0,0
2022,1,4,1,30,136.99,9.3,0.1,91.07000000000001,5.2,226,0,0,0
2022,1,4,2,30,125.76,9.1,0.1,94.15,4.9,230,0,0,0
2022,1,4,3,30,114.52,8.8,0.1,97.27,4.6000000000000005,233,0,0,0
2022,1,4,4,30,103.58,8.6,0.1,99.08,4.3,235,0,0,0
2022,1,4,5,30,93.2,8.700000000000001,0.1,98.11,4.1000000000000005,237,0,0,0
2022,1,4,6,30,83.57000000000001,9.600000000000001,0.1,92.67,4.2,241,373,77,36
2022,1,4,7,30,75.44,10.5,0.1,88.24,4.1000000000000005,241,620,217,61
2022,1,4,8,30,69.06,11.3,0.1,84.94,3.8000000000000003,236,731,336,74
2022,1,4,9,30,65.04,11.9,0.1,83.15,3.6,230,776,410,83
2022,1,4,10,30,63.85,12.200000000000001,0.1,82.29,3.4000000000000004,227,784,432,86
2022,1,4,11,30,65.66,12.4,0.1,81.11,3.2,225,766,398,83
2022,1,4,12,30,70.22,12.3,0.1,81.34,2.8000000000000003,222,705,314,75
2022,1,4,13,30,77.01,11.8,0.1,84.55,2.2,216,565,187,60
2022,1,4,14,30,85.42,10.700000000000001,0.1,90.10000000000001,1.8,206,272,51,29
2022,1,4,15,30,95.3,10.200000000000001,0.1,91.34,2.1,201,0,0,0
2022,1,4,16,30,105.82000000000001,10.100000000000001,0.1,90.66,2.5,201,0,0,0
2022,1,4,17,30,116.85000000000001,10.200000000000001,0.1,88.92,3.1,204,0,0,0
2022,1,4,18,30,128.11,10.3,0.1,87.63,3.6,203,0,0,0
2022,1,4,19,30,139.28,10.200000000000001,0.1,87.79,3.8000000000000003,201,0,0,0
2022,1,4,20,30,149.8,10.100000000000001,0.1,87.9,4.1000000000000005,199,0,0,0
2022,1,4,21,30,158.3,9.9,0.1,88.8,4.2,199,0,0,0
2022,1,4,22,30,161.43,9.8,0.1,89.7,4.3,201,0,0,0
2022,1,4,23,30,156.85,9.700000000000001,0.1,90.95,4.3,204,0,0,0
2022,1,5,0,30,147.74,9.600000000000001,0.1,92.5,4.2,207,0,0,0
2022,1,5,1,30,137.01,9.600000000000001,0.1,93.74,4.4,213,0,0,0
2022,1,5,2,30,125.78,9.8,0.1,94.2,4.7,216,0,0,0
2022,1,5,3,30,114.54,9.8,0.1,95.86,4.800000000000001,214,0,0,0
2022,1,5,4,30,103.59,9.9,0.1,96.41,5.1000000000000005,213,0,0,0
2022,1,5,5,30,93.2,10.3,0.1,94.60000000000001,5.4,212,0,0,0
2022,1,5,6,30,83.56,10.9,0.1,91.15,5.7,210,292,75,42
2022,1,5,7,30,75.4,11.600000000000001,0.1,87.54,6,212,537,211,75
2022,1,5,8,30,69,12.4,0.1,84.59,6.300000000000001,216,660,328,92
2022,1,5,9,30,64.96000000000001,13.200000000000001,0.1,82.35000000000001,6.4,220,770,411,85
2022,1,5,10,30,63.74,13.9,0.1,79.56,6.5,226,782,434,88
2022,1,5,11,30,65.53,14.200000000000001,0.1,77.61,6.300000000000001,227,767,401,83
2022,1,5,12,30,70.07000000000001,14.4,0.1,76.37,5.9,225,707,315,74
2022,1,5,13,30,76.87,14.100000000000001,0.1,77.82000000000001,5.6000000000000005,222,585,191,58
2022,1,5,14,30,85.27,13.4,0.1,80.45,5.300000000000001,219,306,54,29
2022,1,5,15,30,95.15,13,0.1,81.75,5.5,217,0,0,0
2022,1,5,16,30,105.67,12.700000000000001,0.1,83.24,5.7,215,0,0,0
2022,1,5,17,30,116.7,12.5,0.1,84.38,5.9,215,0,0,0
2022,1,5,18,30,127.96000000000001,12.3,0.1,85.92,6.2,216,0,0,0
2022,1,5,19,30,139.13,12.200000000000001,0.1,87.24,6.4,216,0,0,0
2022,1,5,20,30,149.65,12.200000000000001,0.1,88.14,6.6000000000000005,216,0,0,0
2022,1,5,21,30,158.15,12.3,0.1,87.72,6.9,217,0,0,0
2022,1,5,22,30,161.32,12.5,0.1,86.62,7.1000000000000005,218,0,0,0
2022,1,5,23,30,156.81,12.600000000000001,0.1,86.14,7,218,0,0,0
2022,1,6,0,30,147.74,12.600000000000001,0.1,85.92,6.9,219,0,0,0
2022,1,6,1,30,137.02,12.700000000000001,0.1,85.18,6.9,219,0,0,0
2022,1,6,2,30,125.8,12.8,0.1,84.54,6.9,219,0,0,0
2022,1,6,3,30,114.56,12.700000000000001,0.1,84.94,6.9,217,0,0,0
2022,1,6,4,30,103.60000000000001,12.600000000000001,0.1,85.17,7,216,0,0,0
2022,1,6,5,30,93.19,12.600000000000001,0.1,85,7,216,0,0,0
2022,1,6,6,30,83.54,12.9,0.1,84.26,7.1000000000000005,217,382,80,37
2022,1,6,7,30,75.36,13.5,0.1,82.28,7.2,219,635,222,61
2022,1,6,8,30,68.93,14.3,0.1,78.69,7.6000000000000005,223,751,343,73
2022,1,6,9,30,64.86,14.8,0.1,75.8,7.7,228,810,421,77
2022,1,6,10,30,63.620000000000005,15.200000000000001,0.1,73.02,7.4,231,818,442,79
2022,1,6,11,30,65.39,15.3,0.1,71.73,6.800000000000001,232,801,409,76
2022,1,6,12,30,69.93,15.200000000000001,0.1,71.87,6.1000000000000005,231,744,324,69
2022,1,6,13,30,76.71000000000001,14.600000000000001,0.1,75.11,5.300000000000001,229,613,197,56
2022,1,6,14,30,85.12,13.700000000000001,0.1,78.94,4.800000000000001,228,313,56,30
2022,1,6,15,30,95,13.200000000000001,0.1,80.8,4.6000000000000005,228,0,0,0
2022,1,6,16,30,105.52,12.700000000000001,0.1,83.14,4.4,228,0,0,0
2022,1,6,17,30,116.55,12.3,0.1,85.36,4.1000000000000005,227,0,0,0
2022,1,6,18,30,127.8,11.9,0.1,87.98,4,226,0,0,0
2022,1,6,19,30,138.97,11.600000000000001,0.1,90.57000000000001,3.9000000000000004,225,0,0,0
2022,1,6,20,30,149.49,11.4,0.1,92.73,3.8000000000000003,223,0,0,0
2022,1,6,21,30,157.99,11.200000000000001,0.1,94.77,3.7,219,0,0,0
2022,1,6,22,30,161.21,11,0.1,96.49000000000001,3.5,216,0,0,0
2022,1,6,23,30,156.76,10.8,0.1,97.4,3.3000000000000003,215,0,0,0
2022,1,7,0,30,147.73,10.700000000000001,0.1,97.10000000000001,3.1,217,0,0,0
2022,1,7,1,30,137.03,10.700000000000001,0.1,95.75,2.9000000000000004,220,0,0,0
2022,1,7,2,30,125.81,10.700000000000001,0.1,94.45,2.5,226,0,0,0
2022,1,7,3,30,114.57000000000001,10.4,0.1,95.02,2.1,236,0,0,0
2022,1,7,4,30,103.60000000000001,10.100000000000001,0.1,94.47,1.8,268,0,0,0
2022,1,7,5,30,93.18,10,0.1,92.97,1.8,246,0,0,0
2022,1,7,6,30,83.51,10.100000000000001,0.1,92.09,2.3000000000000003,21,249,72,44
2022,1,7,7,30,75.31,10.100000000000001,0.1,90.92,3,32,473,204,84
2022,1,7,8,30,68.86,10.3,0.1,89.46000000000001,3.5,39,588,319,107
2022,1,7,9,30,64.76,10.3,0.1,89.69,3.9000000000000004,44,627,391,123
2022,1,7,10,30,63.5,10.3,0.1,90.33,4.4,48,622,411,133
2022,1,7,11,30,65.24,10.100000000000001,0.1,92.12,4.9,51,584,376,132
2022,1,7,12,30,69.77,10,0.1,92.84,5.2,52,497,293,121
2022,1,7,13,30,76.55,9.700000000000001,0.1,94.68,5.300000000000001,53,359,175,91
2022,1,7,14,30,84.96000000000001,9.5,0.1,95.98,5.2,53,125,48,37
2022,1,7,15,30,94.84,9.5,0.1,96.01,5.1000000000000005,55,0,0,0
2022,1,7,16,30,105.36,9.5,0.1,96.42,5,60,0,0,0
2022,1,7,17,30,116.39,9.600000000000001,0.1,96.17,4.9,64,0,0,0
2022,1,7,18,30,127.65,9.600000000000001,0.1,96.37,4.7,66,0,0,0
2022,1,7,19,30,138.82,9.5,0.1,96.87,4.6000000000000005,66,0,0,0
2022,1,7,20,30,149.33,9.4,0.1,97.13,4.5,65,0,0,0
2022,1,7,21,30,157.83,9.3,0.1,97.35000000000001,4.5,66,0,0,0
2022,1,7,22,30,161.09,9.3,0.1,97.25,4.5,66,0,0,0
2022,1,7,23,30,156.70000000000002,9.3,0.1,97.59,4.4,66,0,0,0
2022,1,8,0,30,147.71,9.3,0.1,97.84,4.2,67,0,0,0
2022,1,8,1,30,137.03,9.200000000000001,0.1,98.49000000000001,4.1000000000000005,69,0,0,0
2022,1,8,2,30,125.82000000000001,9.200000000000001,0.1,98.42,4,72,0,0,0
2022,1,8,3,30,114.57000000000001,9.1,0.1,98.77,3.7,73,0,0,0
2022,1,8,4,30,103.59,9,0.1,98.38,3.5,73,0,0,0
2022,1,8,5,30,93.16,9,0.1,97.25,3.3000000000000003,75,0,0,0
2022,1,8,6,30,83.47,9.4,0.1,94.44,3.3000000000000003,78,297,74,40
2022,1,8,7,30,75.25,9.700000000000001,0.1,91.95,3.3000000000000003,82,557,211,69
2022,1,8,8,30,68.77,10.100000000000001,0.1,89.10000000000001,2.9000000000000004,81,678,330,85
2022,1,8,9,30,64.65,10.600000000000001,0.1,87.14,2.3000000000000003,74,737,407,91
2022,1,8,10,30,63.36,11.100000000000001,0.1,85.97,1.9000000000000001,64,756,431,92
2022,1,8,11,30,65.09,11.600000000000001,0.1,82.2,1.7000000000000002,55,743,401,88
2022,1,8,12,30,69.61,11.5,0.1,82.7,1.7000000000000002,49,684,317,79
2022,1,8,13,30,76.39,11,0.1,88.47,1.6,46,550,193,63
2022,1,8,14,30,84.8,10.200000000000001,0.1,92.10000000000001,1.6,46,252,55,33
2022,1,8,15,30,94.67,9.700000000000001,0.1,94.54,1.8,50,0,0,0
2022,1,8,16,30,105.2,9.4,0.1,95.7,1.9000000000000001,56,0,0,0
2022,1,8,17,30,116.23,9.200000000000001,0.1,96.29,1.9000000000000001,64,0,0,0
2022,1,8,18,30,127.49000000000001,9.1,0.1,96.34,1.8,75,0,0,0
2022,1,8,19,30,138.66,9,0.1,96.56,1.6,83,0,0,0
2022,1,8,20,30,149.17000000000002,8.9,0.1,96.74000000000001,1.4000000000000001,88,0,0,0
2022,1,8,21,30,157.67000000000002,8.8,0.1,96.54,1.3,92,0,0,0
2022,1,8,22,30,160.95000000000002,8.700000000000001,0.1,96.51,1.2000000000000002,101,0,0,0
2022,1,8,23,30,156.64000000000001,8.700000000000001,0.1,96,1.1,126,0,0,0
2022,1,9,0,30,147.69,8.700000000000001,0.1,95.57000000000001,1.2000000000000002,163,0,0,0
2022,1,9,1,30,137.03,8.6,0.1,95.63,1.4000000000000001,187,0,0,0
2022,1,9,2,30,125.82000000000001,8.5,0.1,95.38,1.5,200,0,0,0
2022,1,9,3,30,114.56,8.3,0.1,95.96000000000001,1.6,202,0,0,0
2022,1,9,4,30,103.58,8.200000000000001,0.1,96.39,1.8,196,0,0,0
2022,1,9,5,30,93.14,8.3,0.1,95.66,2,189,0,0,0
2022,1,9,6,30,83.43,8.9,0.1,92.97,2.4000000000000004,187,216,70,45
2022,1,9,7,30,75.19,9.700000000000001,0.1,88.05,2.8000000000000003,190,489,207,82
2022,1,9,8,30,68.68,10.5,0.1,82.54,2.8000000000000003,197,639,328,95
2022,1,9,9,30,64.53,11.200000000000001,0.1,78.77,2.6,204,718,407,98
2022,1,9,10,30,63.22,11.700000000000001,0.1,75.89,2.4000000000000004,212,744,432,97
2022,1,9,11,30,64.94,12,0.1,74.35000000000001,2,217,733,403,93
2022,1,9,12,30,69.44,12.100000000000001,0.1,73.35000000000001,1.4000000000000001,222,686,321,80
2022,1,9,13,30,76.22,11.700000000000001,0.1,75.82000000000001,0.7000000000000001,180,554,196,64
2022,1,9,14,30,84.64,10.8,0.1,79.64,0.9,37,255,58,34
2022,1,9,15,30,94.51,10,0.1,84.55,1.4000000000000001,49,0,0,0
2022,1,9,16,30,105.04,9.700000000000001,0.1,87.12,2,58,0,0,0
2022,1,9,17,30,116.07000000000001,9.600000000000001,0.1,87.54,2.6,64,0,0,0
2022,1,9,18,30,127.33,9.3,0.1,89.91,3,62,0,0,0
2022,1,9,19,30,138.49,8.9,0.1,93.52,3.2,58,0,0,0
2022,1,9,20,30,149,8.700000000000001,0.1,96.98,3.4000000000000004,53,0,0,0
2022,1,9,21,30,157.5,8.6,0.1,99.45,3.6,44,0,0,0
2022,1,9,22,30,160.81,8.6,0.1,100,3.8000000000000003,37,0,0,0
2022,1,9,23,30,156.57,8.6,0.1,100,3.6,42,0,0,0
2022,1,10,0,30,147.66,8.5,0.1,100,3.1,55,0,0,0
2022,1,10,1,30,137.01,8.5,0.1,100,2.6,61,0,0,0
2022,1,10,2,30,125.81,8.5,0.1,100,2.3000000000000003,53,0,0,0
2022,1,10,3,30,114.55,8.5,0.1,100,2.3000000000000003,47,0,0,0
2022,1,10,4,30,103.56,8.5,0.1,100,2.3000000000000003,49,0,0,0
2022,1,10,5,30,93.11,8.5,0.1,98.17,2,57,0,0,0
2022,1,10,6,30,83.38,8.6,0.1,96.24000000000001,1.9000000000000001,90,99,62,50
2022,1,10,7,30,75.12,8.8,0.1,93.7,2.3000000000000003,147,290,188,114
2022,1,10,8,30,68.59,9.1,0.1,90.19,2.8000000000000003,173,437,305,145
2022,1,10,9,30,64.41,9.5,0.1,87.14,2.8000000000000003,184,505,380,162
2022,1,10,10,30,63.07,9.9,0.1,84.92,2.2,189,551,407,158
2022,1,10,11,30,64.77,10.4,0.1,82.99,1.3,181,584,384,135
2022,1,10,12,30,69.27,10.700000000000001,0.1,82.14,0.8,128,564,309,109
2022,1,10,13,30,76.04,10.5,0.1,84.49,1.2000000000000002,63,468,192,79
2022,1,10,14,30,84.47,9.5,0.1,89.83,1.8,60,226,59,37
2022,1,10,15,30,94.34,9,0.1,90.51,2.8000000000000003,62,0,0,0
2022,1,10,16,30,104.87,8.8,0.1,91.95,3.7,63,0,0,0
2022,1,10,17,30,115.91,8.5,0.1,95.58,4.1000000000000005,62,0,0,0
2022,1,10,18,30,127.17,8.3,0.1,98.95,4.3,58,0,0,0
2022,1,10,19,30,138.33,8.200000000000001,0.1,100,4.5,55,0,0,0
2022,1,10,20,30,148.83,8.3,0.1,100,4.800000000000001,53,0,0,0
2022,1,10,21,30,157.32,8.4,0.1,100,4.9,54,0,0,0
2022,1,10,22,30,160.67000000000002,8.5,0.1,100,5.1000000000000005,55,0,0,0
2022,1,10,23,30,156.49,8.6,0.1,99.34,5.2,53,0,0,0
2022,1,11,0,30,147.63,8.700000000000001,0.1,98.25,5.5,53,0,0,0
2022,1,11,1,30,137,8.9,0.1,96.5,6,54,0,0,0
2022,1,11,2,30,125.8,9.1,0.1,94.93,6.300000000000001,54,0,0,0
2022,1,11,3,30,114.54,9.200000000000001,0.1,94.54,6.300000000000001,52,0,0,0
2022,1,11,4,30,103.54,9.200000000000001,0.1,95.06,6.300000000000001,52,0,0,0
2022,1,11,5,30,93.07000000000001,9.200000000000001,0.1,95.19,6.4,52,0,0,0
2022,1,11,6,30,83.33,9.4,0.1,94.22,6.7,53,131,66,51
2022,1,11,7,30,75.04,9.5,0.1,93.36,7.2,55,360,197,104
2022,1,11,8,30,68.48,9.600000000000001,0.1,91.83,7.800000000000001,56,503,313,128
2022,1,11,9,30,64.27,9.600000000000001,0.1,90.59,8.200000000000001,54,533,384,153
2022,1,11,10,30,62.92,9.4,0.1,90.63,8.5,51,512,403,170
2022,1,11,11,30,64.6,9.1,0.1,91.10000000000001,8.8,48,484,374,166
2022,1,11,12,30,69.09,8.700000000000001,0.1,92.17,9,46,391,292,152
2022,1,11,13,30,75.86,8.4,0.1,92.66,9.1,45,240,174,115
2022,1,11,14,30,84.29,8.1,0.1,93.39,9.3,45,44,47,43
2022,1,11,15,30,94.16,7.9,0.1,93.57000000000001,9.700000000000001,44,0,0,0
2022,1,11,16,30,104.7,7.7,0.1,93.68,10,45,0,0,0
2022,1,11,17,30,115.74000000000001,7.5,0.1,93.64,10.200000000000001,45,0,0,0
2022,1,11,18,30,127,7.2,0.1,94.22,10.4,44,0,0,0
2022,1,11,19,30,138.16,6.9,0.1,94.39,10.5,42,0,0,0
2022,1,11,20,30,148.65,6.7,0.1,93.48,10.700000000000001,40,0,0,0
2022,1,11,21,30,157.14000000000001,6.4,0.1,93.07000000000001,10.8,38,0,0,0
2022,1,11,22,30,160.51,6.2,0.1,92.37,11,36,0,0,0
2022,1,11,23,30,156.4,6,0.1,91.52,11.100000000000001,35,0,0,0
2022,1,12,0,30,147.58,5.6000000000000005,0.65,91.75,11.200000000000001,34,0,0,0
2022,1,12,1,30,136.97,5.2,0.65,91.21000000000001,11.3,33,0,0,0
2022,1,12,2,30,125.78,4.7,0.65,91.36,11.200000000000001,32,0,0,0
2022,1,12,3,30,114.52,4.3,0.65,91.5,11.100000000000001,30,0,0,0
2022,1,12,4,30,103.51,4,0.65,91.12,10.9,29,0,0,0
2022,1,12,5,30,93.03,3.8000000000000003,0.65,90.55,10.5,28,0,0,0
2022,1,12,6,30,83.26,3.8000000000000003,0.65,88.54,10.3,28,84,68,58
2022,1,12,7,30,74.95,4,0.65,85.34,10.200000000000001,28,311,209,128
2022,1,12,8,30,68.37,4.1000000000000005,0.65,82.93,10,27,466,334,162
2022,1,12,9,30,64.14,4.2,0.65,80.59,9.700000000000001,27,546,417,179
2022,1,12,10,30,62.76,4.3,0.65,78.57000000000001,9.4,27,585,447,179
2022,1,12,11,30,64.42,4.4,0.65,77.10000000000001,9.200000000000001,26,581,416,165
2022,1,12,12,30,68.9,4.3,0.65,76.82000000000001,8.9,25,521,331,143
2022,1,12,13,30,75.68,4.1000000000000005,0.65,77.57000000000001,8.6,24,406,205,105
2022,1,12,14,30,84.11,3.9000000000000004,0.65,78.68,8.4,22,155,64,48
2022,1,12,15,30,93.99,3.7,0.65,78.88,8.4,19,0,0,0
2022,1,12,16,30,104.53,3.5,0.65,78.82000000000001,8.6,18,0,0,0
2022,1,12,17,30,115.57000000000001,3.3000000000000003,0.65,78.68,8.6,17,0,0,0
2022,1,12,18,30,126.83,3.1,0.65,78.39,8.6,17,0,0,0
2022,1,12,19,30,137.99,2.9000000000000004,0.65,77.92,8.5,18,0,0,0
2022,1,12,20,30,148.47,2.7,0.65,77.36,8.3,19,0,0,0
2022,1,12,21,30,156.95000000000002,2.6,0.65,75.93,8.1,20,0,0,0
2022,1,12,22,30,160.35,2.5,0.65,75.22,8,20,0,0,0
2022,1,12,23,30,156.3,2.5,0.65,74.14,8.1,20,0,0,0
2022,1,13,0,30,147.53,2.4000000000000004,0.1,73.52,8.1,19,0,0,0
2022,1,13,1,30,136.94,2.2,0.1,73.56,8,19,0,0,0
2022,1,13,2,30,125.75,2.1,0.1,73.82000000000001,8,19,0,0,0
2022,1,13,3,30,114.49000000000001,2,0.1,74.34,7.6000000000000005,19,0,0,0
2022,1,13,4,30,103.47,1.9000000000000001,0.1,75.14,7.4,20,0,0,0
2022,1,13,5,30,92.98,2.1,0.1,74.26,7.4,22,0,0,0
2022,1,13,6,30,83.19,2.5,0.1,71.91,7.7,25,422,91,41
2022,1,13,7,30,74.86,2.8000000000000003,0.1,69.83,7.800000000000001,27,683,244,65
2022,1,13,8,30,68.25,3.1,0.1,68.55,7.9,29,792,371,77
2022,1,13,9,30,63.99,3.2,0.1,68.05,7.800000000000001,29,812,449,93
2022,1,13,10,30,62.59,3.2,0.1,68.36,7.6000000000000005,29,835,477,93
2022,1,13,11,30,64.24,3.1,0.1,69.28,7.4,29,824,446,88
2022,1,13,12,30,68.71000000000001,2.8000000000000003,0.1,70.94,7.2,28,735,355,88
2022,1,13,13,30,75.49,2.5,0.1,72.84,7.1000000000000005,26,604,224,72
2022,1,13,14,30,83.93,2.1,0.1,75.67,6.7,26,324,75,41
2022,1,13,15,30,93.81,2,0.1,76.31,6.1000000000000005,27,0,0,0
2022,1,13,16,30,104.35000000000001,2,0.1,75.99,5.800000000000001,27,0,0,0
2022,1,13,17,30,115.4,1.9000000000000001,0.1,76.02,5.300000000000001,28,0,0,0
2022,1,13,18,30,126.66,1.9000000000000001,0.1,75.03,4.7,29,0,0,0
2022,1,13,19,30,137.81,1.7000000000000002,0.1,75.5,4,31,0,0,0
2022,1,13,20,30,148.29,1.6,0.1,75.4,3.4000000000000004,31,0,0,0
2022,1,13,21,30,156.76,1.4000000000000001,0.1,75.23,2.9000000000000004,29,0,0,0
2022,1,13,22,30,160.18,1.3,0.1,74.62,2.7,22,0,0,0
2022,1,13,23,30,156.20000000000002,1.2000000000000002,0.1,74.12,2.5,16,0,0,0
2022,1,14,0,30,147.47,1.2000000000000002,0.1,72.15,2.3000000000000003,98,0,0,0
2022,1,14,1,30,136.9,1.2000000000000002,0.1,71.47,2.3000000000000003,357,0,0,0
2022,1,14,2,30,125.72,1.1,0.1,72.78,2.3000000000000003,349,0,0,0
2022,1,14,3,30,114.45,1.1,0.1,72.86,2.1,341,0,0,0
2022,1,14,4,30,103.43,1.1,0.1,72.06,1.9000000000000001,332,0,0,0
2022,1,14,5,30,92.92,1.3,0.1,70.88,1.7000000000000002,316,0,0,0
2022,1,14,6,30,83.12,2.2,0.1,68.96000000000001,1.9000000000000001,292,443,89,36
2022,1,14,7,30,74.76,2.9000000000000004,0.1,63.85,2.1,268,690,239,57
2022,1,14,8,30,68.13,3.6,0.1,60.9,2.3000000000000003,252,804,368,68
2022,1,14,9,30,63.84,4.2,0.1,59.03,2.7,250,858,451,72
2022,1,14,10,30,62.410000000000004,4.7,0.1,58.08,3,251,872,478,74
2022,1,14,11,30,64.05,5.1000000000000005,0.1,57.78,3.4000000000000004,248,856,447,72
